respondent_id,year,district,region,gender,age,urban_rural,parent_education,monthly_household_income_ugx,completed,dropout
R00375,2023,Lira,Northern,Female,19,Rural,didnot attend school,313009,1,0
R00376,2021,Gulu,Northern,Female,18,Urban,Primary,1958348,1,0
R00377,2023,Soroti,Eastern,Female,13,Rural,Tertiary,445053,0,1
R00378,2022,Masaka,Central,Female,17,Rural,didnot attend school,82688,0,1
R00379,2022,Fort Portal,Western,Female,15,Rural,Tertiary,1022840,1,0
R00380,2022,Gulu,Northern,Female,17,Urban,Primary,287771,1,0
R00381,2023,Kampala,Central,Male,17,Urban,didnot attend school,191964,0,1
R00382,2024,Mbale,Eastern,Female,13,Urban,Secondary,491777,1,0
R00383,2022,Mbale,Eastern,Male,15,Urban,Secondary,1594877,1,0
R00384,2021,Mbale,Eastern,Female,12,Urban,Tertiary,2713457,0,1
R00385,2023,Lira,Northern,Female,14,Rural,Secondary,152606,1,0
R00386,2024,Jinja,Eastern,Female,14,Urban,Tertiary,298823,1,0
R00387,2024,Lira,Northern,Male,18,Rural,Primary,631308,0,1
R00388,2024,Lira,Northern,Female,13,Rural,Primary,469438,1,0
R00389,2022,Gulu,Northern,Female,15,Urban,Tertiary,123940,1,0
R00390,2021,Masaka,Central,Female,19,Rural,Tertiary,292752,1,0
R00391,2024,Lira,Northern,Female,16,Rural,University,464554,1,0
R00392,2021,Mbarara,Western,Female,17,Urban,Primary,467843,1,0
R00393,2021,Lira,Northern,Female,14,Rural,Primary,407184,0,1
R00394,2022,Gulu,Northern,Female,19,Urban,Tertiary,331988,1,0
R00395,2024,Kampala,Central,Male,20,Urban,Primary,191583,1,0
R00396,2023,Kampala,Central,Male,13,Urban,University,153965,0,1
R00397,2021,Lira,Northern,Female,14,Rural,Tertiary,312531,1,0
R00398,2023,Soroti,Eastern,Male,14,Rural,Primary,273875,0,1
R00399,2022,Lira,Northern,Female,20,Rural,Tertiary,11702,1,0
R00400,2023,Masaka,Central,Female,20,Rural,Tertiary,19491,0,1
R00401,2022,Arua,Northern,Male,17,Rural,didnot attend school,279669,0,1
R00402,2021,Fort Portal,Western,Female,12,Rural,University,429266,1,0
R00403,2022,Mbale,Eastern,Female,13,Urban,Secondary,1453983,0,1
R00404,2024,Soroti,Eastern,Female,17,Rural,Tertiary,1363444,0,1
R00405,2021,Arua,Northern,Male,20,Rural,Primary,176094,0,1
R00406,2024,Fort Portal,Western,Male,17,Rural,Tertiary,298125,1,0
R00407,2021,Gulu,Northern,Female,20,Urban,Primary,436759,0,1
R00408,2022,Masaka,Central,Female,15,Rural,didnot attend school,109868,0,1
R00409,2021,Mbarara,Western,Female,19,Urban,University,652506,0,1
R00410,2024,Arua,Northern,Male,12,Rural,didnot attend school,484569,1,0
R00411,2023,Kampala,Central,Female,17,Urban,Primary,172149,0,1
R00412,2021,Fort Portal,Western,Male,18,Rural,University,358303,1,0
R00413,2024,Gulu,Northern,Female,19,Urban,University,386081,1,0
R00414,2021,Masaka,Central,Female,17,Rural,Secondary,431868,0,1
R00415,2024,Mbarara,Western,Female,20,Urban,Secondary,275126,1,0
R00416,2022,Fort Portal,Western,Female,15,Rural,Primary,104876,0,1
R00417,2021,Mbarara,Western,Female,18,Urban,Primary,127033,0,1
R00418,2022,Gulu,Northern,Male,17,Urban,Primary,276120,1,0
R00419,2023,Lira,Northern,Male,14,Rural,Secondary,332508,1,0
R00420,2023,Gulu,Northern,Female,20,Urban,Tertiary,12634,0,1
R00421,2021,Mbarara,Western,Female,14,Urban,Tertiary,78813,0,1
R00422,2022,Masaka,Central,Male,14,Rural,Tertiary,325650,0,1
R00423,2021,Mbarara,Western,Female,17,Urban,didnot attend school,127224,0,1
R00424,2023,Kampala,Central,Male,20,Urban,Primary,252088,1,0
R00425,2021,Arua,Northern,Female,14,Rural,didnot attend school,2975836,0,1
R00426,2023,Fort Portal,Western,Female,12,Rural,Secondary,72182,0,1
R00427,2024,Fort Portal,Western,Male,12,Rural,Primary,488192,0,1
R00428,2021,Mbale,Eastern,Female,15,Urban,Tertiary,407406,1,0
R00429,2024,Mbarara,Western,Female,15,Urban,Primary,186230,0,1
R00430,2023,Arua,Northern,Female,20,Rural,didnot attend school,151544,0,1
R00431,2022,Lira,Northern,Female,16,Rural,didnot attend school,373715,0,1
R00432,2024,Lira,Northern,Male,15,Rural,Tertiary,111593,0,1
R00433,2022,Gulu,Northern,Female,14,Urban,Secondary,379369,1,0
R00434,2024,Gulu,Northern,Male,13,Urban,didnot attend school,393064,1,0
R00435,2022,Soroti,Eastern,Female,12,Rural,didnot attend school,92927,0,1
R00436,2022,Lira,Northern,Female,18,Rural,Secondary,435641,0,1
R00437,2023,Fort Portal,Western,Female,13,Rural,didnot attend school,146799,1,0
R00438,2024,Fort Portal,Western,Male,17,Rural,Tertiary,66704,1,0
R00439,2022,Masaka,Central,Female,19,Rural,Secondary,222441,0,1
R00440,2023,Soroti,Eastern,Female,12,Rural,didnot attend school,81512,0,1
R00441,2021,Fort Portal,Western,Female,20,Rural,didnot attend school,74221,0,1
R00442,2023,Gulu,Northern,Female,12,Urban,University,1461363,1,0
R00443,2024,Lira,Northern,Female,19,Rural,Primary,419019,1,0
R00444,2023,Kampala,Central,Male,14,Urban,Primary,334154,0,1
R00445,2023,Gulu,Northern,Female,20,Urban,Tertiary,321126,1,0
R00446,2021,Soroti,Eastern,Male,12,Rural,University,395690,0,1
R00447,2023,Jinja,Eastern,Female,17,Urban,University,458030,0,1
R00448,2022,Masaka,Central,Female,12,Rural,Tertiary,339738,1,0
R00449,2021,Soroti,Eastern,Female,19,Rural,Primary,63990,0,1
R00450,2024,Kampala,Central,Male,15,Urban,didnot attend school,897494,1,0
R00451,2022,Masaka,Central,Female,13,Rural,Tertiary,221246,1,0
R00452,2023,Lira,Northern,Female,12,Rural,Secondary,330852,1,0
R00453,2024,Soroti,Eastern,Female,17,Rural,Primary,16305,0,1
R00454,2021,Soroti,Eastern,Female,15,Rural,University,396579,0,1
R00455,2024,Lira,Northern,Female,19,Rural,didnot attend school,291801,1,0
R00456,2021,Soroti,Eastern,Female,18,Rural,Primary,98399,0,1
R00457,2022,Soroti,Eastern,Female,15,Rural,didnot attend school,25309,0,1
R00458,2024,Kampala,Central,Female,18,Urban,Primary,93064,1,0
R00459,2021,Mbarara,Western,Male,17,Urban,didnot attend school,232602,0,1
R00460,2024,Arua,Northern,Male,18,Rural,didnot attend school,1769616,1,0
R00461,2024,Mbarara,Western,Female,13,Urban,didnot attend school,325454,1,0
R00462,2021,Masaka,Central,Female,12,Rural,Secondary,301576,1,0
R00463,2024,Mbarara,Western,Male,19,Urban,Secondary,175171,1,0
R00464,2022,Masaka,Central,Female,16,Rural,Secondary,292958,1,0
R00465,2023,Fort Portal,Western,Female,13,Rural,University,31114,0,1
R00466,2022,Soroti,Eastern,Female,20,Rural,Primary,319763,1,0
R00467,2023,Mbale,Eastern,Female,20,Urban,Primary,77969,0,1
R00468,2024,Mbale,Eastern,Male,15,Urban,Tertiary,178053,1,0
R00469,2023,Lira,Northern,Female,17,Rural,Primary,496534,0,1
R00470,2024,Mbale,Eastern,Male,17,Urban,University,188744,1,0
R00471,2022,Jinja,Eastern,Female,16,Urban,didnot attend school,134173,0,1
R00472,2021,Mbale,Eastern,Male,16,Urban,University,345954,0,1
R00473,2024,Lira,Northern,Female,20,Rural,didnot attend school,212880,0,1
R00474,2023,Arua,Northern,Male,17,Rural,Tertiary,36362,0,1
R00475,2022,Masaka,Central,Female,14,Rural,Secondary,2742002,1,0
R00476,2022,Arua,Northern,Male,20,Rural,University,294650,1,0
R00477,2023,Arua,Northern,Male,19,Rural,didnot attend school,405957,0,1
R00478,2022,Fort Portal,Western,Male,20,Rural,Secondary,450265,0,1
R00479,2024,Kampala,Central,Male,13,Urban,University,189116,0,1
R00480,2023,Fort Portal,Western,Male,18,Rural,Secondary,490261,1,0
R00481,2021,Lira,Northern,Female,13,Rural,Secondary,443853,1,0
R00482,2021,Soroti,Eastern,Male,18,Rural,Secondary,23369,0,1
R00483,2022,Mbarara,Western,Female,16,Urban,Primary,342220,0,1
R00484,2022,Kampala,Central,Female,15,Urban,Secondary,79937,0,1
R00485,2021,Mbale,Eastern,Male,17,Urban,Secondary,300862,1,0
R00486,2024,Lira,Northern,Female,16,Rural,University,17188,1,0
R00487,2021,Mbarara,Western,Female,14,Urban,didnot attend school,660676,1,0
R00488,2023,Lira,Northern,Male,13,Rural,Primary,162871,1,0
R00489,2023,Mbarara,Western,Male,15,Urban,University,504845,0,1
R00490,2024,Soroti,Eastern,Male,18,Rural,Tertiary,250013,0,1
R00491,2021,Jinja,Eastern,Female,18,Urban,Primary,482701,0,1
R00492,2022,Mbarara,Western,Male,19,Urban,Secondary,64455,0,1
R00493,2024,Kampala,Central,Female,15,Urban,Primary,300983,1,0
R00494,2021,Mbale,Eastern,Female,18,Urban,Primary,135671,1,0
R00495,2021,Mbale,Eastern,Female,16,Urban,Primary,220497,1,0
R00496,2024,Gulu,Northern,Female,19,Urban,Primary,179098,0,1
R00497,2023,Masaka,Central,Female,19,Rural,Secondary,1742750,0,1
R00498,2022,Lira,Northern,Male,15,Rural,didnot attend school,231971,0,1
R00499,2023,Fort Portal,Western,Male,14,Rural,University,377147,0,1
R00500,2022,Jinja,Eastern,Female,14,Urban,University,392150,1,0
R00501,2023,Arua,Northern,Male,12,Rural,Secondary,344290,0,1
R00502,2022,Gulu,Northern,Male,13,Urban,Secondary,306185,1,0
R00503,2024,Soroti,Eastern,Male,16,Rural,Primary,83026,1,0
R00504,2024,Gulu,Northern,Male,20,Urban,Tertiary,10299,1,0
R00505,2024,Gulu,Northern,Female,20,Urban,Secondary,36972,0,1
R00506,2021,Mbarara,Western,Female,16,Urban,Primary,83736,0,1
R00507,2023,Masaka,Central,Female,17,Rural,University,300675,1,0
R00508,2021,Kampala,Central,Female,19,Urban,Tertiary,2732451,0,1
R00509,2023,Arua,Northern,Male,14,Rural,University,351584,0,1
R00510,2021,Gulu,Northern,Male,15,Urban,Secondary,183094,1,0
R00511,2022,Fort Portal,Western,Male,12,Rural,Secondary,434322,1,0
R00512,2024,Mbarara,Western,Female,17,Urban,Primary,101044,1,0
R00513,2022,Fort Portal,Western,Female,15,Rural,University,153269,1,0
R00514,2024,Lira,Northern,Male,16,Rural,Tertiary,76880,0,1
R00515,2022,Masaka,Central,Male,19,Rural,didnot attend school,484738,1,0
R00516,2024,Kampala,Central,Male,14,Urban,didnot attend school,498505,1,0
R00517,2022,Masaka,Central,Female,13,Rural,Primary,64513,0,1
R00518,2023,Arua,Northern,Female,19,Rural,Tertiary,252790,0,1
R00519,2024,Arua,Northern,Male,15,Rural,University,369265,1,0
R00520,2021,Soroti,Eastern,Male,18,Rural,Primary,1329957,1,0
R00521,2021,Gulu,Northern,Male,20,Urban,Secondary,249407,0,1
R00522,2022,Arua,Northern,Male,14,Rural,Primary,2335925,1,0
R00523,2021,Masaka,Central,Male,16,Rural,University,422555,0,1
R00524,2023,Mbarara,Western,Female,16,Urban,Tertiary,148162,1,0
R00525,2022,Soroti,Eastern,Female,17,Rural,Tertiary,444530,1,0
R00526,2023,Masaka,Central,Male,17,Rural,Primary,314677,0,1
R00527,2024,Kampala,Central,Male,15,Urban,Primary,1714743,0,1
R00528,2023,Masaka,Central,Female,16,Rural,Primary,890000,1,0
R00529,2024,Jinja,Eastern,Female,20,Urban,didnot attend school,467110,0,1
R00530,2024,Mbarara,Western,Female,18,Urban,Tertiary,1911701,1,0
R00531,2022,Arua,Northern,Male,13,Rural,Tertiary,801506,0,1
R00532,2024,Fort Portal,Western,Male,17,Rural,University,1587366,1,0
R00533,2023,Masaka,Central,Male,15,Rural,University,125762,1,0
R00534,2024,Arua,Northern,Female,19,Rural,Secondary,418372,1,0
R00535,2022,Lira,Northern,Male,17,Rural,Tertiary,314302,1,0
R00536,2021,Kampala,Central,Female,16,Urban,University,155669,1,0
R00537,2022,Gulu,Northern,Male,13,Urban,Tertiary,336615,1,0
R00538,2023,Fort Portal,Western,Male,17,Rural,Primary,118556,1,0
R00539,2022,Mbale,Eastern,Male,12,Urban,Primary,485351,1,0
R00540,2022,Gulu,Northern,Female,14,Urban,didnot attend school,1255003,1,0
R00541,2023,Jinja,Eastern,Male,17,Urban,University,956534,1,0
R00542,2023,Jinja,Eastern,Female,13,Urban,Secondary,465612,1,0
R00543,2024,Mbale,Eastern,Female,15,Urban,Primary,342193,1,0
R00544,2024,Fort Portal,Western,Male,15,Rural,Secondary,149257,0,1
R00545,2024,Lira,Northern,Male,17,Rural,Secondary,360117,0,1
R00546,2021,Kampala,Central,Male,16,Urban,Primary,401998,1,0
R00547,2022,Mbale,Eastern,Female,20,Urban,didnot attend school,419025,0,1
R00548,2022,Lira,Northern,Male,14,Rural,Secondary,153255,1,0
R00549,2024,Fort Portal,Western,Female,16,Rural,Secondary,397956,1,0
R00550,2023,Fort Portal,Western,Female,12,Rural,Tertiary,238271,1,0
R00551,2024,Mbarara,Western,Male,18,Urban,Secondary,162372,1,0
R00552,2021,Mbarara,Western,Male,15,Urban,Tertiary,265190,1,0
R00553,2022,Kampala,Central,Male,17,Urban,Secondary,284175,1,0
R00554,2024,Gulu,Northern,Male,14,Urban,Secondary,465341,1,0
R00555,2024,Lira,Northern,Male,17,Rural,Tertiary,444330,1,0
R00556,2024,Fort Portal,Western,Male,18,Rural,Primary,413491,1,0
R00557,2023,Kampala,Central,Male,16,Urban,didnot attend school,2340842,1,0
R00558,2024,Masaka,Central,Female,12,Rural,didnot attend school,109885,0,1
R00559,2022,Mbarara,Western,Male,13,Urban,Tertiary,113672,0,1
R00560,2023,Arua,Northern,Male,15,Rural,Secondary,394016,1,0
R00561,2021,Lira,Northern,Female,12,Rural,Secondary,722414,1,0
R00562,2022,Lira,Northern,Female,18,Rural,Primary,275398,1,0
R00563,2021,Arua,Northern,Female,15,Rural,didnot attend school,133557,0,1
R00564,2024,Kampala,Central,Male,14,Urban,didnot attend school,380180,0,1
R00565,2021,Masaka,Central,Female,15,Rural,Primary,372751,1,0
R00566,2024,Mbarara,Western,Male,12,Urban,Secondary,104983,0,1
R00567,2021,Lira,Northern,Male,12,Rural,Primary,350649,1,0
R00568,2024,Arua,Northern,Male,12,Rural,Primary,415048,1,0
R00569,2023,Mbale,Eastern,Male,19,Urban,University,394041,1,0
R00570,2023,Masaka,Central,Male,17,Rural,Primary,438855,1,0
R00571,2024,Kampala,Central,Male,12,Urban,Secondary,464776,1,0
R00572,2022,Gulu,Northern,Female,12,Urban,Tertiary,63102,1,0
R00573,2023,Soroti,Eastern,Female,19,Rural,Primary,374205,0,1
R00574,2021,Jinja,Eastern,Male,19,Urban,Secondary,1405791,0,1
R00575,2024,Masaka,Central,Female,15,Rural,Tertiary,342950,0,1
R00576,2024,Arua,Northern,Male,15,Rural,University,308884,1,0
R00577,2024,Lira,Northern,Male,18,Rural,didnot attend school,352844,1,0
R00578,2024,Fort Portal,Western,Male,16,Rural,University,334722,1,0
R00579,2024,Jinja,Eastern,Male,19,Urban,Primary,125765,0,1
R00580,2021,Gulu,Northern,Female,13,Urban,Primary,474333,0,1
R00581,2022,Gulu,Northern,Female,14,Urban,Primary,374518,0,1
R00582,2021,Jinja,Eastern,Female,20,Urban,University,228345,0,1
R00583,2023,Kampala,Central,Female,18,Urban,Primary,203246,1,0
R00584,2024,Gulu,Northern,Male,17,Urban,Primary,428170,1,0
R00585,2021,Fort Portal,Western,Female,13,Rural,Secondary,482314,1,0
R00586,2023,Lira,Northern,Male,18,Rural,Primary,34757,0,1
R00587,2024,Jinja,Eastern,Male,19,Urban,didnot attend school,330727,0,1
R00588,2022,Gulu,Northern,Male,17,Urban,didnot attend school,354613,0,1
R00589,2023,Jinja,Eastern,Male,15,Urban,didnot attend school,246485,0,1
R00590,2022,Mbale,Eastern,Female,19,Urban,Primary,134328,0,1
R00591,2024,Jinja,Eastern,Female,18,Urban,didnot attend school,46890,0,1
R00592,2022,Gulu,Northern,Female,16,Urban,Secondary,326829,0,1
R00593,2022,Fort Portal,Western,Male,16,Rural,Primary,1426382,0,1
R00594,2023,Mbale,Eastern,Male,17,Urban,Primary,165198,1,0
R00595,2023,Soroti,Eastern,Female,20,Rural,Tertiary,375782,0,1
R00596,2022,Fort Portal,Western,Female,13,Rural,Primary,399240,0,1
R00597,2022,Mbale,Eastern,Female,14,Urban,Secondary,309102,1,0
R00598,2024,Fort Portal,Western,Female,16,Rural,Primary,1646337,0,1
R00599,2024,Lira,Northern,Female,19,Rural,Primary,1171948,1,0
R00600,2023,Soroti,Eastern,Male,18,Rural,didnot attend school,443937,0,1
R00601,2022,Jinja,Eastern,Female,20,Urban,Primary,102631,0,1
R00602,2021,Soroti,Eastern,Male,19,Rural,Primary,446888,1,0
R00603,2023,Fort Portal,Western,Male,16,Rural,Primary,273895,1,0
R00604,2022,Gulu,Northern,Female,13,Urban,didnot attend school,181298,0,1
R00605,2022,Mbale,Eastern,Male,16,Urban,didnot attend school,401492,1,0
R00606,2024,Jinja,Eastern,Female,20,Urban,Primary,239895,1,0
R00607,2024,Soroti,Eastern,Female,20,Rural,Primary,1498502,0,1
R00608,2023,Masaka,Central,Male,17,Rural,Primary,409181,1,0
R00609,2022,Masaka,Central,Male,20,Rural,Secondary,188266,0,1
R00610,2021,Lira,Northern,Male,14,Rural,Secondary,210803,0,1
R00611,2023,Soroti,Eastern,Female,17,Rural,didnot attend school,277041,0,1
R00612,2023,Jinja,Eastern,Male,19,Urban,Tertiary,264251,0,1
R00613,2024,Arua,Northern,Male,16,Rural,Secondary,447043,1,0
R00614,2021,Fort Portal,Western,Male,12,Rural,didnot attend school,391725,0,1
R00615,2021,Fort Portal,Western,Male,15,Rural,Tertiary,276150,1,0
R00616,2023,Gulu,Northern,Male,18,Urban,University,413654,1,0
R00617,2023,Fort Portal,Western,Male,19,Rural,didnot attend school,2726397,0,1
R00618,2024,Fort Portal,Western,Male,14,Rural,Primary,252931,1,0
R00619,2021,Lira,Northern,Male,14,Rural,Tertiary,85767,1,0
R00620,2022,Kampala,Central,Female,17,Urban,Secondary,217257,1,0
R00621,2023,Arua,Northern,Male,15,Rural,Primary,23733,0,1
R00622,2022,Masaka,Central,Female,18,Rural,Primary,409420,1,0
R00623,2024,Jinja,Eastern,Male,12,Urban,Primary,352393,0,1
R00624,2022,Jinja,Eastern,Male,20,Urban,Primary,346349,0,1
R00625,2022,Fort Portal,Western,Female,12,Rural,Secondary,1041156,0,1
R00626,2021,Arua,Northern,Female,17,Rural,Primary,480366,0,1
R00627,2022,Soroti,Eastern,Male,18,Rural,Primary,2858458,0,1
R00628,2021,Lira,Northern,Female,13,Rural,Secondary,183544,1,0
R00629,2023,Mbale,Eastern,Female,12,Urban,didnot attend school,457646,0,1
R00630,2021,Soroti,Eastern,Female,14,Rural,Primary,43588,0,1
R00631,2022,Lira,Northern,Female,14,Rural,Secondary,311540,1,0
R00632,2023,Mbale,Eastern,Male,16,Urban,Tertiary,125428,1,0
R00633,2022,Gulu,Northern,Male,16,Urban,Secondary,418021,1,0
R00634,2024,Lira,Northern,Male,15,Rural,Secondary,76746,1,0
R00635,2024,Soroti,Eastern,Male,18,Rural,didnot attend school,87670,0,1
R00636,2022,Mbarara,Western,Female,17,Urban,Primary,70606,1,0
R00637,2022,Masaka,Central,Male,20,Rural,Secondary,444535,0,1
R00638,2021,Mbarara,Western,Female,19,Urban,Primary,436275,1,0
R00639,2022,Lira,Northern,Male,17,Rural,Primary,380174,0,1
R00640,2024,Jinja,Eastern,Female,19,Urban,Primary,104220,0,1
R00641,2021,Jinja,Eastern,Female,17,Urban,didnot attend school,815139,0,1
R00642,2022,Soroti,Eastern,Male,20,Rural,Primary,114743,0,1
R00643,2023,Mbale,Eastern,Male,19,Urban,Primary,263230,0,1
R00644,2024,Mbarara,Western,Female,16,Urban,Primary,41706,1,0
R00645,2023,Masaka,Central,Male,12,Rural,didnot attend school,141969,0,1
R00646,2021,Masaka,Central,Female,19,Rural,Tertiary,141405,0,1
R00647,2021,Fort Portal,Western,Male,19,Rural,Secondary,475796,0,1
R00648,2021,Arua,Northern,Female,19,Rural,Secondary,345615,0,1
R00649,2021,Fort Portal,Western,Female,20,Rural,Tertiary,345198,0,1
R00650,2022,Fort Portal,Western,Male,18,Rural,Primary,244512,0,1
R00651,2024,Arua,Northern,Female,19,Rural,didnot attend school,494687,0,1
R00652,2022,Mbarara,Western,Male,20,Urban,Secondary,409748,0,1
R00653,2022,Kampala,Central,Female,12,Urban,Secondary,400020,1,0
R00654,2023,Lira,Northern,Female,18,Rural,Secondary,23353,0,1
R00655,2024,Masaka,Central,Male,12,Rural,Primary,73721,0,1
R00656,2022,Kampala,Central,Female,20,Urban,didnot attend school,368149,0,1
R00657,2023,Mbarara,Western,Male,12,Urban,Primary,160615,1,0
R00658,2023,Arua,Northern,Female,12,Rural,Primary,478198,0,1
R00659,2021,Jinja,Eastern,Female,16,Urban,Secondary,330614,0,1
R00660,2023,Jinja,Eastern,Female,18,Urban,Secondary,92224,0,1
R00661,2021,Fort Portal,Western,Female,19,Rural,Primary,346401,0,1
R00662,2023,Gulu,Northern,Female,14,Urban,University,59030,1,0
R00663,2024,Gulu,Northern,Female,12,Urban,Secondary,239911,1,0
R00664,2023,Arua,Northern,Female,15,Rural,Primary,341549,0,1
R00665,2024,Lira,Northern,Male,17,Rural,didnot attend school,386075,1,0
R00666,2024,Lira,Northern,Male,20,Rural,Primary,1216970,0,1
R00667,2022,Kampala,Central,Male,12,Urban,Primary,464118,1,0
R00668,2024,Fort Portal,Western,Female,15,Rural,Primary,289809,0,1
R00669,2023,Arua,Northern,Male,18,Rural,Primary,176552,1,0
R00670,2023,Mbarara,Western,Female,14,Urban,Primary,494021,0,1
R00671,2022,Mbale,Eastern,Male,19,Urban,Primary,89146,1,0
R00672,2022,Kampala,Central,Female,19,Urban,Tertiary,2769616,1,0
R00673,2021,Jinja,Eastern,Male,19,Urban,didnot attend school,438147,0,1
R00674,2022,Arua,Northern,Female,13,Rural,Secondary,352028,1,0
R00675,2023,Masaka,Central,Female,14,Rural,Primary,140975,1,0
R00676,2024,Gulu,Northern,Female,17,Urban,University,192292,1,0
R00677,2021,Gulu,Northern,Male,12,Urban,didnot attend school,69087,0,1
R00678,2023,Gulu,Northern,Female,16,Urban,Primary,74619,0,1
R00679,2022,Mbarara,Western,Female,17,Urban,University,120656,0,1
R00680,2021,Mbarara,Western,Male,12,Urban,Tertiary,351245,1,0
R00681,2022,Soroti,Eastern,Male,18,Rural,Tertiary,293101,0,1
R00682,2024,Mbarara,Western,Female,17,Urban,Primary,445175,1,0
R00683,2022,Arua,Northern,Male,18,Rural,Primary,782438,0,1
R00684,2024,Gulu,Northern,Female,15,Urban,Secondary,137879,1,0
R00685,2021,Lira,Northern,Male,13,Rural,University,185555,1,0
R00686,2021,Arua,Northern,Female,20,Rural,Secondary,426488,0,1
