Id,Year,Age dimension,Codes for death causes,Deaths Rounded off,Number of child Deaths,Date,TimeDimensionBegin,TimeDimensionEnd,Country,Sex,Child age,Causes of death
145363,2020,AGEGROUP_YEARS0-4,CHILDCAUSE_CH11,1944.0,1944.15448,2024-03-25T14:04:48Z,01-01-20,31-12-20,Rwanda,Both sexes,0-4 years of age,Birth asphyxia and birth trauma
145839,2007,AGEGROUP_DAYS0-27,CHILDCAUSE_CH7,19.0,19.01923,2023-11-20T09:55:02Z,01-01-07,31-12-07,Eritrea,Both sexes,0-27 days,Meningitis/encephalitis
146089,2001,AGEGROUP_DAYS0-27,CHILDCAUSE_CH6,0.0,0.0,2023-11-20T09:25:10Z,01-01-01,31-12-01,Djibouti,Both sexes,0-27 days,Measles
146294,2016,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH8,6511.0,6511.0,2023-11-20T10:19:42Z,01-01-16,31-12-16,Ethiopia,Both sexes,1-59 months,Malaria
147373,2003,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH8,1533.0,1533.0,2023-11-20T10:15:42Z,01-01-03,31-12-03,Somalia,Both sexes,1-59 months,Malaria
148368,2014,AGEGROUP_YEARS0-4,CHILDCAUSE_CH18,201.0,200.56559,2024-03-25T14:04:48Z,01-01-14,31-12-14,Burundi,Both sexes,0-4 years of age,Tuberculosis
148429,2010,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH11,431.7,431.71127,2023-11-20T10:10:37Z,01-01-10,31-12-10,Somalia,Both sexes,1-59 months,Birth asphyxia and birth trauma
149868,2020,AGEGROUP_YEARS0-4,CHILDCAUSE_CH16,2423.76,6182.66386185065,2024-03-25T14:04:48Z,01-01-20,31-12-20,Somalia,Both sexes,0-4 years of age,Other noncommunicable diseases (postneonatal only)
151264,2000,AGEGROUP_DAYS0-27,CHILDCAUSE_CH19,1832.3,1832.26697,2023-11-20T10:16:17Z,01-01-00,31-12-00,Somalia,Both sexes,0-27 days,Other Group 1 and Other noncommunicable (neonatal and under-5 only)
151402,2000,AGEGROUP_DAYS0-27,CHILDCAUSE_CH2,2.5,2.45612,2023-11-20T09:46:40Z,01-01-00,31-12-00,Somalia,Both sexes,0-27 days,HIV/AIDS
152769,2008,AGEGROUP_YEARS0-4,CHILDCAUSE_CH16,3878.738532110092,7716.570380779221,2024-03-25T14:04:48Z,01-01-08,31-12-08,Uganda,Both sexes,0-4 years of age,Other noncommunicable diseases (postneonatal only)
152934,2010,AGEGROUP_YEARS0-4,CHILDCAUSE_CH10,5898.0,5897.75503,2024-03-25T14:04:48Z,01-01-10,31-12-10,South Sudan,Both sexes,0-4 years of age,Prematurity
154044,2019,AGEGROUP_YEARS0-4,CHILDCAUSE_CH18,43.0,42.6087,2024-03-25T14:04:48Z,01-01-19,31-12-19,Eritrea,Both sexes,0-4 years of age,Tuberculosis
156080,2008,AGEGROUP_DAYS0-27,CHILDCAUSE_CH10,5597.5,5597.45948,2023-11-20T10:19:23Z,01-01-08,31-12-08,South Sudan,Both sexes,0-27 days,Prematurity
162778,2001,AGEGROUP_DAYS0-27,CHILDCAUSE_CH7,342.6,342.62323,2023-11-20T10:09:38Z,01-01-01,31-12-01,Kenya,Both sexes,0-27 days,Meningitis/encephalitis
162834,2018,AGEGROUP_YEARS0-4,CHILDCAUSE_CH18,1668.0,1667.7825,2024-03-25T14:04:48Z,01-01-18,31-12-18,Kenya,Both sexes,0-4 years of age,Tuberculosis
164732,2004,AGEGROUP_YEARS0-4,CHILDCAUSE_CH16,4799.012738853503,19714.40221581169,2024-03-25T14:04:48Z,01-01-04,31-12-04,Ethiopia,Both sexes,0-4 years of age,Other noncommunicable diseases (postneonatal only)
165935,2009,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH6,2361.3,2361.29041,2023-11-20T10:17:04Z,01-01-09,31-12-09,Uganda,Both sexes,1-59 months,Measles
166082,2013,AGEGROUP_YEARS0-4,CHILDCAUSE_CH11,8901.0,8901.31036,2024-03-25T14:04:48Z,01-01-13,31-12-13,Kenya,Both sexes,0-4 years of age,Birth asphyxia and birth trauma
166362,2003,AGEGROUP_YEARS0-4,CHILDCAUSE_CH8,1533.0,1533.0,2024-03-25T14:04:48Z,01-01-03,31-12-03,Somalia,Both sexes,0-4 years of age,Malaria
167445,2018,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH11,549.7,549.68904,2023-11-20T10:11:40Z,01-01-18,31-12-18,Somalia,Both sexes,1-59 months,Birth asphyxia and birth trauma
167459,2021,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH12,0.0,0.0,2023-11-20T09:36:56Z,01-01-21,31-12-21,South Sudan,Both sexes,1-59 months,Sepsis and other infectious conditions of the newborn
168950,2000,AGEGROUP_DAYS0-27,CHILDCAUSE_CH10,14011.9,14011.9086,2023-11-20T10:21:00Z,01-01-00,31-12-00,Uganda,Both sexes,0-27 days,Prematurity
169496,2002,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH13,5122.0,5122.0085,2023-11-20T10:19:13Z,01-01-02,31-12-02,Rwanda,Both sexes,1-59 months,Other Group 1 (postneonatal only)
172281,2005,AGEGROUP_DAYS0-27,CHILDCAUSE_CH6,0.0,0.0,2023-11-20T09:26:14Z,01-01-05,31-12-05,Ethiopia,Both sexes,0-27 days,Measles
173084,2019,AGEGROUP_YEARS0-4,CHILDCAUSE_CH5,554.0,553.68513,2024-03-25T14:04:48Z,01-01-19,31-12-19,Ethiopia,Both sexes,0-4 years of age,Tetanus
174171,2010,AGEGROUP_YEARS0-4,CHILDCAUSE_CH12,48.0,48.1424,2024-03-25T14:04:48Z,01-01-10,31-12-10,Djibouti,Both sexes,0-4 years of age,Sepsis and other infectious conditions of the newborn
175635,2017,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH8,654.6,654.63223,2023-11-20T10:12:21Z,01-01-17,31-12-17,Rwanda,Both sexes,1-59 months,Malaria
176575,2000,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH9,9983.8,9983.84446,2023-11-20T10:20:33Z,01-01-00,31-12-00,Somalia,Both sexes,1-59 months,Acute lower respiratory infections
179563,2008,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH18,48.3,48.28745,2023-11-20T09:59:13Z,01-01-08,31-12-08,Eritrea,Both sexes,1-59 months,Tuberculosis
180456,2006,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH15,1253.0,1252.96404,2023-11-20T10:14:58Z,01-01-06,31-12-06,Ethiopia,Both sexes,1-59 months,Congenital anomalies
180535,2008,AGEGROUP_YEARS0-4,CHILDCAUSE_CH5,263.0,263.43273,2024-03-25T14:04:48Z,01-01-08,31-12-08,South Sudan,Both sexes,0-4 years of age,Tetanus
182161,2001,AGEGROUP_DAYS0-27,CHILDCAUSE_CH15,4005.8,4005.80045,2023-11-20T10:18:39Z,01-01-01,31-12-01,Ethiopia,Both sexes,0-27 days,Congenital anomalies
182217,2020,AGEGROUP_DAYS0-27,CHILDCAUSE_CH6,0.0,0.0,2023-11-20T09:25:52Z,01-01-20,31-12-20,Eritrea,Both sexes,0-27 days,Measles
183664,2007,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH13,3486.0,3485.96741,2023-11-20T10:18:18Z,01-01-07,31-12-07,Rwanda,Both sexes,1-59 months,Other Group 1 (postneonatal only)
183901,2001,AGEGROUP_YEARS0-4,CHILDCAUSE_CH11,5175.0,5174.92556,2024-03-25T14:04:48Z,01-01-01,31-12-01,Somalia,Both sexes,0-4 years of age,Birth asphyxia and birth trauma
184175,2020,AGEGROUP_YEARS0-4,CHILDCAUSE_CH15,8448.0,8448.12965,2024-03-25T14:04:48Z,01-01-20,31-12-20,Ethiopia,Both sexes,0-4 years of age,Congenital anomalies
184622,2017,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH11,2060.7,2060.71419,2023-11-20T10:16:40Z,01-01-17,31-12-17,Ethiopia,Both sexes,1-59 months,Birth asphyxia and birth trauma
184970,2004,AGEGROUP_YEARS0-4,CHILDCAUSE_CH15,814.0,813.57352,2024-03-25T14:04:48Z,01-01-04,31-12-04,Somalia,Both sexes,0-4 years of age,Congenital anomalies
185493,2019,AGEGROUP_DAYS0-27,CHILDCAUSE_CH17,2.9,2.87577,2023-11-20T09:47:11Z,01-01-19,31-12-19,Eritrea,Both sexes,0-27 days,Injuries
185719,2018,AGEGROUP_YEARS0-4,CHILDCAUSE_CH11,7332.0,7332.00818,2024-03-25T14:04:48Z,01-01-18,31-12-18,Somalia,Both sexes,0-4 years of age,Birth asphyxia and birth trauma
189638,2021,AGEGROUP_YEARS0-4,CHILDCAUSE_CH8,849.0,849.0,2024-03-25T14:04:48Z,01-01-21,31-12-21,Somalia,Both sexes,0-4 years of age,Malaria
189745,2002,AGEGROUP_DAYS0-27,CHILDCAUSE_CH8,0.0,0.0,2023-11-20T09:36:44Z,01-01-02,31-12-02,Somalia,Both sexes,0-27 days,Malaria
193188,2009,AGEGROUP_YEARS0-4,CHILDCAUSE_CH5,81.0,81.08051,2024-03-25T14:04:48Z,01-01-09,31-12-09,Kenya,Both sexes,0-4 years of age,Tetanus
193374,2005,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH18,72.3,72.28166,2023-11-20T10:01:17Z,01-01-05,31-12-05,Eritrea,Both sexes,1-59 months,Tuberculosis
193721,2016,AGEGROUP_DAYS0-27,CHILDCAUSE_CH9,2533.0,2533.0033,2023-11-20T10:17:17Z,01-01-16,31-12-16,Kenya,Both sexes,0-27 days,Acute lower respiratory infections
196535,2006,AGEGROUP_YEARS0-4,CHILDCAUSE_CH15,605.0,605.30867,2024-03-25T14:04:48Z,01-01-06,31-12-06,South Sudan,Both sexes,0-4 years of age,Congenital anomalies
197354,2003,AGEGROUP_DAYS0-27,CHILDCAUSE_CH12,61.3,61.29185,2023-11-20T10:00:23Z,01-01-03,31-12-03,Djibouti,Both sexes,0-27 days,Sepsis and other infectious conditions of the newborn
199066,2001,AGEGROUP_YEARS0-4,CHILDCAUSE_CH11,4799.012738853503,37740.68247,2024-03-25T14:04:48Z,01-01-01,31-12-01,Ethiopia,Both sexes,0-4 years of age,Birth asphyxia and birth trauma
201627,2000,AGEGROUP_DAYS0-27,CHILDCAUSE_CH17,94.6,94.62379,2023-11-20T10:02:33Z,01-01-00,31-12-00,Uganda,Both sexes,0-27 days,Injuries
203098,2005,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH3,4821.7,4821.68972,2023-11-20T10:19:04Z,01-01-05,31-12-05,Burundi,Both sexes,1-59 months,Diarrhoeal diseases
203415,2021,AGEGROUP_DAYS0-27,CHILDCAUSE_CH9,50.7,50.71011,2023-11-20T09:59:26Z,01-01-21,31-12-21,Djibouti,Both sexes,0-27 days,Acute lower respiratory infections
204501,2016,AGEGROUP_DAYS0-27,CHILDCAUSE_CH5,250.6,250.6386,2023-11-20T10:08:05Z,01-01-16,31-12-16,South Sudan,Both sexes,0-27 days,Tetanus
205007,2015,AGEGROUP_DAYS0-27,CHILDCAUSE_CH2,6.0,6.00234,2023-11-20T09:49:45Z,01-01-15,31-12-15,Burundi,Both sexes,0-27 days,HIV/AIDS
205865,2019,AGEGROUP_YEARS0-4,CHILDCAUSE_CH2,11.0,11.30039,2024-03-25T14:04:48Z,01-01-19,31-12-19,Eritrea,Both sexes,0-4 years of age,HIV/AIDS
206069,2002,AGEGROUP_DAYS0-27,CHILDCAUSE_CH3,400.9,400.9074,2023-11-20T10:10:17Z,01-01-02,31-12-02,Kenya,Both sexes,0-27 days,Diarrhoeal diseases
206944,2012,AGEGROUP_DAYS0-27,CHILDCAUSE_CH2,86.6,86.56834,2023-11-20T10:02:06Z,01-01-12,31-12-12,Uganda,Both sexes,0-27 days,HIV/AIDS
210278,2015,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH6,65.3,65.25649,2023-11-20T10:00:45Z,01-01-15,31-12-15,Rwanda,Both sexes,1-59 months,Measles
210737,2001,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH16,67.6,67.62483,2023-11-20T10:00:55Z,01-01-01,31-12-01,Djibouti,Both sexes,1-59 months,Other noncommunicable diseases (postneonatal only)
211293,2009,AGEGROUP_YEARS0-4,CHILDCAUSE_CH17,765.0,765.03965,2024-03-25T14:04:48Z,01-01-09,31-12-09,South Sudan,Both sexes,0-4 years of age,Injuries
211561,2005,AGEGROUP_YEARS0-4,CHILDCAUSE_CH12,195.0,195.21684,2024-03-25T14:04:48Z,01-01-05,31-12-05,Eritrea,Both sexes,0-4 years of age,Sepsis and other infectious conditions of the newborn
216359,2021,AGEGROUP_YEARS0-4,CHILDCAUSE_CH12,7373.0,7373.01785,2024-03-25T14:04:48Z,01-01-21,31-12-21,Ethiopia,Both sexes,0-4 years of age,Sepsis and other infectious conditions of the newborn
216878,2019,AGEGROUP_DAYS0-27,CHILDCAUSE_CH3,16.9,16.92665,2023-11-20T09:54:33Z,01-01-19,31-12-19,Eritrea,Both sexes,0-27 days,Diarrhoeal diseases
217294,2000,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH12,0.0,0.0,2023-11-20T09:25:53Z,01-01-00,31-12-00,Eritrea,Both sexes,1-59 months,Sepsis and other infectious conditions of the newborn
219583,2018,AGEGROUP_DAYS0-27,CHILDCAUSE_CH5,1.4,1.42398,2023-11-20T09:45:06Z,01-01-18,31-12-18,Djibouti,Both sexes,0-27 days,Tetanus
221095,2005,AGEGROUP_YEARS0-4,CHILDCAUSE_CH18,43.0,43.44168,2024-03-25T14:04:48Z,01-01-05,31-12-05,Djibouti,Both sexes,0-4 years of age,Tuberculosis
225458,2019,AGEGROUP_DAYS0-27,CHILDCAUSE_CH9,11634.5,11634.48649,2023-11-20T10:20:46Z,01-01-19,31-12-19,Ethiopia,Both sexes,0-27 days,Acute lower respiratory infections
226086,2011,AGEGROUP_DAYS0-27,CHILDCAUSE_CH18,0.0,0.0,2023-11-20T09:21:36Z,01-01-11,31-12-11,Burundi,Both sexes,0-27 days,Tuberculosis
226263,2014,AGEGROUP_DAYS0-27,CHILDCAUSE_CH7,14.9,14.91433,2023-11-20T09:54:03Z,01-01-14,31-12-14,Eritrea,Both sexes,0-27 days,Meningitis/encephalitis
227691,2009,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH13,851.7,851.71155,2023-11-20T10:13:31Z,01-01-09,31-12-09,Eritrea,Both sexes,1-59 months,Other Group 1 (postneonatal only)
227720,2007,AGEGROUP_DAYS0-27,CHILDCAUSE_CH17,35.6,35.64522,2023-11-20T09:57:45Z,01-01-07,31-12-07,Burundi,Both sexes,0-27 days,Injuries
228466,2009,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH17,1209.2,1209.20695,2023-11-20T10:14:51Z,01-01-09,31-12-09,Somalia,Both sexes,1-59 months,Injuries
228713,2014,AGEGROUP_DAYS0-27,CHILDCAUSE_CH5,9.1,9.08613,2023-11-20T09:51:38Z,01-01-14,31-12-14,Rwanda,Both sexes,0-27 days,Tetanus
228968,2011,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH18,60.7,60.74403,2023-11-20T10:00:20Z,01-01-11,31-12-11,Eritrea,Both sexes,1-59 months,Tuberculosis
230633,2008,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH17,1455.7,1455.70835,2023-11-20T10:15:32Z,01-01-08,31-12-08,Burundi,Both sexes,1-59 months,Injuries
231600,2020,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH10,15.1,15.06168,2023-11-20T09:54:06Z,01-01-20,31-12-20,Djibouti,Both sexes,1-59 months,Prematurity
232751,2006,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH2,81.1,81.06733,2023-11-20T10:01:49Z,01-01-06,31-12-06,Eritrea,Both sexes,1-59 months,HIV/AIDS
234676,2008,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH3,32774.9,32774.92493,2023-11-20T10:21:43Z,01-01-08,31-12-08,Ethiopia,Both sexes,1-59 months,Diarrhoeal diseases
234746,2008,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH2,176.0,175.99686,2023-11-20T10:05:41Z,01-01-08,31-12-08,Somalia,Both sexes,1-59 months,HIV/AIDS
234758,2004,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH17,1316.8,1316.78509,2023-11-20T10:15:09Z,01-01-04,31-12-04,Rwanda,Both sexes,1-59 months,Injuries
234947,2016,AGEGROUP_YEARS0-4,CHILDCAUSE_CH6,2423.76,26089.90186,2024-03-25T14:04:48Z,01-01-16,31-12-16,Somalia,Both sexes,0-4 years of age,Measles
236025,2010,AGEGROUP_YEARS0-4,CHILDCAUSE_CH11,678.0,678.45318,2024-03-25T14:04:48Z,01-01-10,31-12-10,Eritrea,Both sexes,0-4 years of age,Birth asphyxia and birth trauma
241434,2005,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH6,1714.2,1714.22252,2023-11-20T10:16:04Z,01-01-05,31-12-05,South Sudan,Both sexes,1-59 months,Measles
244615,2021,AGEGROUP_YEARS0-4,CHILDCAUSE_CH16,2894.753289473684,2993.2582098701305,2024-03-25T14:04:48Z,01-01-21,31-12-21,South Sudan,Both sexes,0-4 years of age,Other noncommunicable diseases (postneonatal only)
245573,2005,AGEGROUP_YEARS0-4,CHILDCAUSE_CH12,665.0,665.07949,2024-03-25T14:04:48Z,01-01-05,31-12-05,Rwanda,Both sexes,0-4 years of age,Sepsis and other infectious conditions of the newborn
246977,2012,AGEGROUP_DAYS0-27,CHILDCAUSE_CH3,83.1,83.082,2023-11-20T10:01:56Z,01-01-12,31-12-12,Rwanda,Both sexes,0-27 days,Diarrhoeal diseases
248660,2020,AGEGROUP_DAYS0-27,CHILDCAUSE_CH10,314.4,314.39561,2023-11-20T10:09:15Z,01-01-20,31-12-20,Djibouti,Both sexes,0-27 days,Prematurity
249061,2015,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH8,32.0,32.0,2023-11-20T09:57:16Z,01-01-15,31-12-15,Eritrea,Both sexes,1-59 months,Malaria
251167,2014,AGEGROUP_YEARS0-4,CHILDCAUSE_CH9,4903.0,4902.71175,2024-03-25T14:04:48Z,01-01-14,31-12-14,Burundi,Both sexes,0-4 years of age,Acute lower respiratory infections
252217,2021,AGEGROUP_DAYS0-27,CHILDCAUSE_CH2,13.5,13.47133,2023-11-20T09:53:34Z,01-01-21,31-12-21,South Sudan,Both sexes,0-27 days,HIV/AIDS
253007,2018,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH15,160.2,160.23032,2023-11-20T10:05:10Z,01-01-18,31-12-18,Eritrea,Both sexes,1-59 months,Congenital anomalies
254383,2019,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH9,5381.1,5381.07646,2023-11-20T10:19:19Z,01-01-19,31-12-19,Uganda,Both sexes,1-59 months,Acute lower respiratory infections
254574,2019,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH5,6.7,6.73895,2023-11-20T09:50:12Z,01-01-19,31-12-19,Uganda,Both sexes,1-59 months,Tetanus
255370,2016,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH9,5801.4,5801.43035,2023-11-20T10:19:28Z,01-01-16,31-12-16,Uganda,Both sexes,1-59 months,Acute lower respiratory infections
255690,2010,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH2,42.4,42.41371,2023-11-20T09:58:35Z,01-01-10,31-12-10,Djibouti,Both sexes,1-59 months,HIV/AIDS
257108,2009,AGEGROUP_YEARS0-4,CHILDCAUSE_CH16,4799.012738853503,19714.40221581169,2024-03-25T14:04:48Z,01-01-09,31-12-09,Ethiopia,Both sexes,0-4 years of age,Other noncommunicable diseases (postneonatal only)
257174,2007,AGEGROUP_DAYS0-27,CHILDCAUSE_CH9,872.8,872.8341,2023-11-20T10:13:38Z,01-01-07,31-12-07,Rwanda,Both sexes,0-27 days,Acute lower respiratory infections
257982,2006,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH6,1180.7,1180.68854,2023-11-20T10:14:44Z,01-01-06,31-12-06,Burundi,Both sexes,1-59 months,Measles
260499,2001,AGEGROUP_DAYS0-27,CHILDCAUSE_CH17,7.3,7.31835,2023-11-20T09:50:32Z,01-01-01,31-12-01,Eritrea,Both sexes,0-27 days,Injuries
260571,2014,AGEGROUP_DAYS0-27,CHILDCAUSE_CH19,3256.9,3256.89821,2023-11-20T10:18:07Z,01-01-14,31-12-14,Kenya,Both sexes,0-27 days,Other Group 1 and Other noncommunicable (neonatal and under-5 only)
260671,2017,AGEGROUP_DAYS0-27,CHILDCAUSE_CH5,45.7,45.74327,2023-11-20T09:58:57Z,01-01-17,31-12-17,Kenya,Both sexes,0-27 days,Tetanus
262189,2000,AGEGROUP_DAYS0-27,CHILDCAUSE_CH19,1561.3,1561.32243,2023-11-20T10:15:46Z,01-01-00,31-12-00,South Sudan,Both sexes,0-27 days,Other Group 1 and Other noncommunicable (neonatal and under-5 only)
262493,2007,AGEGROUP_DAYS0-27,CHILDCAUSE_CH11,9063.3,9063.31665,2023-11-20T10:20:23Z,01-01-07,31-12-07,Kenya,Both sexes,0-27 days,Birth asphyxia and birth trauma
263165,2000,AGEGROUP_DAYS0-27,CHILDCAUSE_CH11,4768.2,4768.19248,2023-11-20T10:19:02Z,01-01-00,31-12-00,Somalia,Both sexes,0-27 days,Birth asphyxia and birth trauma
263241,2008,AGEGROUP_YEARS0-4,CHILDCAUSE_CH18,2696.0,2695.83029,2024-03-25T14:04:48Z,01-01-08,31-12-08,Ethiopia,Both sexes,0-4 years of age,Tuberculosis
263931,2019,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH10,319.9,319.94784,2023-11-20T10:09:20Z,01-01-19,31-12-19,Burundi,Both sexes,1-59 months,Prematurity
264761,2010,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH3,180.4,180.361,2023-11-20T10:05:49Z,01-01-10,31-12-10,Djibouti,Both sexes,1-59 months,Diarrhoeal diseases
266467,2001,AGEGROUP_DAYS0-27,CHILDCAUSE_CH7,282.3,282.32005,2023-11-20T10:08:42Z,01-01-01,31-12-01,South Sudan,Both sexes,0-27 days,Meningitis/encephalitis
267409,2006,AGEGROUP_YEARS0-4,CHILDCAUSE_CH3,235.0,234.84586,2024-03-25T14:04:48Z,01-01-06,31-12-06,Djibouti,Both sexes,0-4 years of age,Diarrhoeal diseases
267981,2004,AGEGROUP_YEARS0-4,CHILDCAUSE_CH5,3131.0,3130.71491,2024-03-25T14:04:48Z,01-01-04,31-12-04,Ethiopia,Both sexes,0-4 years of age,Tetanus
270587,2006,AGEGROUP_DAYS0-27,CHILDCAUSE_CH19,101.9,101.91567,2023-11-20T10:02:58Z,01-01-06,31-12-06,Djibouti,Both sexes,0-27 days,Other Group 1 and Other noncommunicable (neonatal and under-5 only)
271799,2015,AGEGROUP_DAYS0-27,CHILDCAUSE_CH17,39.5,39.51402,2023-11-20T09:58:15Z,01-01-15,31-12-15,Burundi,Both sexes,0-27 days,Injuries
272887,2001,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH12,0.0,0.0,2023-11-20T09:25:53Z,01-01-01,31-12-01,Eritrea,Both sexes,1-59 months,Sepsis and other infectious conditions of the newborn
274889,2000,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH12,0.0,0.0,2023-11-20T09:29:48Z,01-01-00,31-12-00,Kenya,Both sexes,1-59 months,Sepsis and other infectious conditions of the newborn
278534,2003,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH10,19.2,19.1725,2023-11-20T09:55:04Z,01-01-03,31-12-03,Djibouti,Both sexes,1-59 months,Prematurity
279944,2002,AGEGROUP_YEARS0-4,CHILDCAUSE_CH19,1612.0,1612.21901,2024-03-25T14:04:48Z,01-01-02,31-12-02,Eritrea,Both sexes,0-4 years of age,Other Group 1 and Other noncommunicable (neonatal and under-5 only)
281893,2007,AGEGROUP_YEARS0-4,CHILDCAUSE_CH19,341.0,341.3174,2024-03-25T14:04:48Z,01-01-07,31-12-07,Djibouti,Both sexes,0-4 years of age,Other Group 1 and Other noncommunicable (neonatal and under-5 only)
282168,2021,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH2,794.8,794.80829,2023-11-20T10:13:14Z,01-01-21,31-12-21,South Sudan,Both sexes,1-59 months,HIV/AIDS
282902,2010,AGEGROUP_DAYS0-27,CHILDCAUSE_CH8,0.0,0.0,2023-11-20T09:29:48Z,01-01-10,31-12-10,Kenya,Both sexes,0-27 days,Malaria
284207,2009,AGEGROUP_YEARS0-4,CHILDCAUSE_CH7,1447.0,1447.46265,2024-03-25T14:04:48Z,01-01-09,31-12-09,Kenya,Both sexes,0-4 years of age,Meningitis/encephalitis
287687,2004,AGEGROUP_YEARS0-4,CHILDCAUSE_CH8,3878.738532110092,30973.61388,2024-03-25T14:04:48Z,01-01-04,31-12-04,Uganda,Both sexes,0-4 years of age,Malaria
289780,2018,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH3,15546.1,15546.063,2023-11-20T10:21:08Z,01-01-18,31-12-18,Ethiopia,Both sexes,1-59 months,Diarrhoeal diseases
291003,2020,AGEGROUP_YEARS0-4,CHILDCAUSE_CH18,1197.0,1196.59563,2024-03-25T14:04:48Z,01-01-20,31-12-20,Somalia,Both sexes,0-4 years of age,Tuberculosis
294129,2006,AGEGROUP_YEARS0-4,CHILDCAUSE_CH19,3878.738532110092,18287.04889,2024-03-25T14:04:48Z,01-01-06,31-12-06,Uganda,Both sexes,0-4 years of age,Other Group 1 and Other noncommunicable (neonatal and under-5 only)
294387,2007,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH17,3967.0,3966.96661,2023-11-20T10:18:38Z,01-01-07,31-12-07,Uganda,Both sexes,1-59 months,Injuries
294831,2003,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH8,2701.0,2701.03151,2023-11-20T10:17:30Z,01-01-03,31-12-03,Rwanda,Both sexes,1-59 months,Malaria
294839,2021,AGEGROUP_YEARS0-4,CHILDCAUSE_CH13,3534.225,5900.436019902598,2024-03-25T14:04:48Z,01-01-21,31-12-21,Kenya,Both sexes,0-4 years of age,Other Group 1 (postneonatal only)
295562,2010,AGEGROUP_DAYS0-27,CHILDCAUSE_CH17,123.7,123.65155,2023-11-20T10:03:58Z,01-01-10,31-12-10,Kenya,Both sexes,0-27 days,Injuries
295637,2013,AGEGROUP_YEARS0-4,CHILDCAUSE_CH3,5209.0,5208.9781,2024-03-25T14:04:48Z,01-01-13,31-12-13,Uganda,Both sexes,0-4 years of age,Diarrhoeal diseases
296180,2005,AGEGROUP_YEARS0-4,CHILDCAUSE_CH15,84.0,83.67894,2024-03-25T14:04:48Z,01-01-05,31-12-05,Djibouti,Both sexes,0-4 years of age,Congenital anomalies
296235,2010,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH3,2616.2,2616.21582,2023-11-20T10:17:23Z,01-01-10,31-12-10,Rwanda,Both sexes,1-59 months,Diarrhoeal diseases
296529,2016,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH17,6028.3,6028.25732,2023-11-20T10:19:32Z,01-01-16,31-12-16,Ethiopia,Both sexes,1-59 months,Injuries
296667,2008,AGEGROUP_MONTHS1-59,CHILDCAUSE_CH9,6049.8,6049.82259,2023-11-20T10:19:32Z,01-01-08,31-12-08,South Sudan,Both sexes,1-59 months,Acute lower respiratory infections
298873,2000,AGEGROUP_DAYS0-27,CHILDCAUSE_CH2,1.2,1.24496,2023-11-20T09:44:39Z,01-01-00,31-12-00,Djibouti,Both sexes,0-27 days,HIV/AIDS
299092,2013,AGEGROUP_YEARS0-4,CHILDCAUSE_CH2,4143.0,4143.23234,2024-03-25T14:04:48Z,01-01-13,31-12-13,Uganda,Both sexes,0-4 years of age,HIV/AIDS
